"","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","score","citric.acid"
"271",8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,5.83,0.7
"272",7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,7.34,0.46
"273",7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,6.07,0.44
"274",6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,6.37,0.5
"275",6.1,0.41,NA,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6.46,0
"276",8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5,6.11,0.35
"277",6.1,0.41,NA,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6.93,0
"278",6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,6.51,0.21
"279",7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6.73,0.24
"280",7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6.75,0.24
"281",7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,5.68,0.24
"282",7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,6.99,0.24
"283",6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,7.68,0.27
"284",6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4,6.67,0.26
"285",6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,7.19,0.27
"286",5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5,8.78,0.14
"287",7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,6.47,0.41
"288",5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6.63,0.21
"289",5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,5.87,0.21
"290",6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,6.32,0.6
"291",6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6.75,0.34
"292",6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5.91,0.35
"293",5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7.84,0.47
"294",6.1,0.125,0.25,3.3,0.04,10,69,0.9934,3.54,0.59,10.1,6.73,0.25
"295",6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,7.88,0.24
"296",6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5.59,0.35
"297",6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6.33,0.34
"298",6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,6.8,0.44
"299",8.3,0.41,0.51,2,0.046,11,207,0.993,3.02,0.55,11.4,5.69,0.51
"300",7.5,0.27,0.31,5.8,0.057,131,313,0.9946,3.18,0.59,10.5,5.65,0.31
"301",6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,6.19,0.23
"302",6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,6.4,0.35
"303",7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,5.26,0.41
"304",6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,9,0.35
"305",6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5.91,0.34
"306",6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6.42,0.3
"307",6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,5.81,0.34
"308",5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,5.4,0.26
"309",6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6.95,0.3
"310",6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6.66,0.33
"311",5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6.68,0.27
"312",5.9,0.26,0.4,1.3,0.047,12,139,0.9945,3.45,0.53,10.4,5.87,0.4
"313",6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7.9,0.35
"314",7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,7.31,0.43
"315",8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,6.37,0.36
"316",6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,6.15,0.42
"317",5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,5.57,0.47
"318",5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,6.56,0.47
"319",7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6.66,0.33
"320",5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7.06,0.1
"321",6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,6.62,0.41
"322",7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,6.74,0.46
"323",7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,5.59,0.45
"324",6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7.11,0.36
"325",7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7.97,0.4
"326",5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6.09,0.3
"327",7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7.95,0.4
"328",5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6.01,0.42
"329",6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,6.74,0.33
"330",10,0.2,0.39,1.4,0.05,19,152,0.994,3,0.42,10.4,6.1,0.39
"331",6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,6.63,0.34
"332",6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,6.46,0.32
"333",7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,5.44,0.14
"334",6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6.78,0.3
"335",6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,7.56,0.4
"336",6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7.78,0.32
"337",6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,6,0.27
"338",6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,7,0.21
"339",7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6.59,0.48
"340",7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,5.95,0.35
"341",6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6.72,0.21
"342",7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6.52,0.48
"343",6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,5.24,0.19
"344",7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6.96,0.27
"345",5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7.05,0.22
"346",5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7.36,0.22
"347",6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7.03,0.28
"348",7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7.16,0.44
"349",5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,6.32,0.5
"350",6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7.11,0.28
"351",7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7.66,0.44
"352",7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,6.03,0.26
"353",7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,6.69,0.28
"354",7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6.11,0.27
"355",6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7.79,0.39
"356",5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7.84,0.22
"357",5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7.54,0.56
"358",6.3,0.39,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,5.56,0.35
"359",6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,6.49,0.32
"360",7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7.48,0.38
"361",7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7.48,0.38
"362",6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5.67,0.32
"363",6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,6.31,0.15
"364",7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6.26,0.43
"365",6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5.45,0.51
"366",6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5.08,0.12
"367",8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5.89,0.42
"368",6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6.61,0.4
"369",5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,5.6,0.27
"370",6.4,0.19,0.42,2.9,0.032,32,83,0.9908,3.3,0.41,11.7,6.68,0.42
"371",6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6.35,0.4
"372",6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5.77,0.51
"373",6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,5.57,0.07
"374",7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5.51,0.31
"375",6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,6.4,0.31
"376",6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5.11,0.12
"377",5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,7.37,0.34
"378",6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,6,0.24
"379",6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,6.55,0.39
"380",8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5.65,0.42
"381",7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6.22,0.36
"382",7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5.23,0.39
"383",7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5.43,0.39
"384",7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6.08,0.36
"385",7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6.51,0.27
"386",6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,5.27,0.22
"387",7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6.63,0.27
"388",7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6.29,0.28
"389",7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,7.9,0.31
"390",7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6.34,0.28
"391",7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6.71,0.28
"392",7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6.9,0.28
"393",6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7.23,0.38
"394",7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6.78,0.28
"395",7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6.84,0.28
"396",6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5.09,0.5
"397",7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5.72,0.27
"398",7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5.87,0.47
"399",6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5.15,0.5
"400",6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,5.32,0.1
"401",7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,0.34
"402",7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,4.05,0.09
"403",7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8.16,0.36
"404",6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,7.3,0.37
"405",6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5.66,0.32
"406",6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8.98,0.32
"407",7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7.57,0.34
"408",6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,5.11,0.04
"409",6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7.09,0.37
"410",6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6.04,0.2
"411",6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,8.7,0.28
"412",6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,6.09,0.44
"413",6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,6.55,0.36
"414",7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,3.36,0.32
"415",5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,5.6,0.27
"416",6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6.61,0.24
"417",6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6.82,0.24
"418",6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7.17,0.29
"419",7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5.5,0.2
"420",6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,5.02,0.25
"421",5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7.43,0.14
"422",6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7.69,0.27
"423",6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7.55,0.29
"424",6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6.74,0.24
"425",6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7.3,0.31
"426",6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6.36,0.32
"427",6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5,5.21,0.35
"428",7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,5.8,0.29
"429",5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,5.36,0.19
"430",6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6.82,0.21
"431",7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5.6,0.62
"432",7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,6.82,0.32
"433",6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6.01,0.21
"434",7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5.39,0.62
"435",7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,5.08,0.53
"436",8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,6.85,0.7
"437",6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,5.66,0.34
"438",6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,6.96,0.29
"439",7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7.14,0.31
"440",5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,6.89,0.22
"441",7,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,5.42,0.51
"442",7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6.3,0.28
"443",6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6.83,0.33
"444",6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5.31,0.34
"445",5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,6.33,0.41
"446",5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5,5.09,0.24
"447",6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5.25,0.34
"448",6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5.22,0.3
"449",6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,6.3,0.38
"450",6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6.39,0.37
"451",6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6.6,0.28
"452",7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,6.81,0.29
"453",7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,6.98,0.31
"454",7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6.33,0.36
"455",7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7.83,0.39
"456",7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,6.97,0.26
"457",6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,6.06,0.28
"458",6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,6.99,0.38
"459",5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,6.84,0.13
"460",7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4.5,0.62
"461",6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6.12,0.32
"462",5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5.66,0.34
"463",7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4.81,0.62
"464",7.2,0.28,0.54,16.7,0.045,54,200,0.999,3.08,0.49,9.5,6.03,0.54
"465",6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6.68,0.58
"466",6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,6.81,0.3
"467",6.5,0.3,0.29,2.25,0.037,8,210,0.9937,3.19,0.62,9.9,5.79,0.29
"468",7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6.02,0.31
"469",7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6.04,0.31
"470",7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,5.77,0.26
"471",6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7.12,0.27
"472",5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,6.93,0.28
"473",6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7.43,0.27
"474",6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6.58,0.12
"475",7.8,0.34,0.35,1.8,0.042,8,167,0.9908,3.11,0.41,12.1,6.8,0.35
"476",7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,6.92,0.36
"477",7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,6.34,0.33
"478",7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,7.72,0.32
"479",6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,6.59,0.26
"480",6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,5.8,0.37
"481",7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,6.05,0.42
"482",5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6.34,0.28
"483",7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,5.14,0.34
"484",7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5.4,0.26
"485",7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5.13,0.26
"486",6.9,0.25,0.4,1.3,0.038,22,101,0.9901,3.03,0.39,11.4,6.46,0.4
"487",5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,6.38,0.32
"488",5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4,5.14,0.37
"489",5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6.59,0.39
"490",7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5,4.19,0.46
"491",6.1,0.28,0.22,1.8,0.034,32,116,0.9898,3.36,0.44,12.6,6.31,0.22
"492",5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,6.55,0.02
"493",5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,6.96,0.47
"494",6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,6.72,0.35
"495",6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,5.36,0.48
"496",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6.97,0.36
"497",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6.3,0.36
"498",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,7,0.36
"499",7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5.12,0.51
"500",7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5.79,0.51
"501",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6.39,0.36
"502",6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,5.97,0.3
"503",6.8,0.25,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,6.97,0.24
"504",6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,4.54,0.31
"505",7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,6,0.65
"506",5.5,0.35,0.35,1.1,0.045,14,167,0.992,3.34,0.68,9.9,6.06,0.35
"507",6.7,0.24,0.41,8.7,0.036,29,148,0.9952,3.22,0.62,9.9,6.37,0.41
"508",6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,6.29,0.17
"509",6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10,6.63,0.22
"510",6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,6.15,0.24
"511",7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,6.76,0.42
"512",6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,7.51,0.31
"513",7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,5.91,0.65
"514",7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7.07,0.51
"515",7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7.13,0.34
"516",7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7.47,0.51
"517",7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7.02,0.34
"518",6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,6.82,0.24
"519",5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,5.93,0.24
"520",7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,6.37,0.44
"521",6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,7.07,0.42
"522",5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5.8,0.1
"523",7.7,0.34,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2,6.15,0.27
"524",7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,7.38,0.22
"525",6.8,0.51,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1,5.01,0.3
"526",7.8,0.22,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10,6.64,0.38
"527",7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,6.17,0.34
"528",6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,5.17,0.5
"529",6.1,0.26,0.51,2.2,0.05,61,154,0.9929,3.08,0.6,9.8,6.33,0.51
"530",6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,6.95,0.27
"531",7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5.4,0.66
"532",6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7.5,0.29
"533",6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,5.32,0.54
"534",7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,7.17,0.34
"535",7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,7.13,0.33
"536",8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,6.7,0.3
"537",8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6.21,0.29
"538",7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7.94,0.33
"539",6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7.16,0.29
"540",6,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3,7.13,0.26
"541",7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5.3,0.66
"542",5.7,0.18,0.22,4.2,0.042,25,111,0.994,3.35,0.39,9.4,5.27,0.22
